imdb_id,domestic_distributor,domestic_opening,budget,mpaa,running_time,genres,domestic_revenue,international_revenue,worldwide_revenue
tt0113041,Walt Disney Studios Motion Pictures,11134978,0,PG,1 hr 46 min,Comedy Family Romance,76594107,0,76594107
tt0113228,Warner Bros.,7797185,0,PG-13,1 hr 41 min,Comedy Romance,71518503,0,71518503
tt0112760,Metro-Goldwyn-Mayer (MGM),2371415,98000000,PG-13,2 hr 4 min,Action Adventure Comedy,10017322,0,10017322
tt0114576,Universal Pictures,4782445,0,R,1 hr 51 min,Action Crime Thriller,20350171,44000000,64350171
tt0112453,Universal Pictures,1519755,0,,1 hr 18 min,Adventure Animation Drama Family History,11348324,766,11349090
tt0112896,Sony Pictures Releasing,2708298,0,PG-13,1 hr 28 min,Comedy Fantasy Horror,10772144,0,10772144
tt0114388,Sony Pictures Releasing,721341,0,PG,2 hr 16 min,Drama Romance,43182776,91400000,134582776
tt0113101,Miramax,427733,0,R,1 hr 38 min,Comedy,4257354,0,4257354
tt0112302,Walt Disney Studios Motion Pictures,3210458,0,PG,1 hr 37 min,Adventure Comedy Drama Family Romance Western,23920048,0,23920048
tt0113845,Sony Pictures Releasing,10608297,0,R,1 hr 50 min,Action Comedy Crime Drama Thriller,35431113,0,35431113
tt0113277,Warner Bros.,8445656,0,R,2 hr 50 min,Action Crime Drama,67436818,120000000,187436818
tt0114885,Twentieth Century Fox,14126927,0,R,2 hr 4 min,Comedy Drama Romance,67052156,14400000,81452156
tt0113189,Metro-Goldwyn-Mayer (MGM),26205007,0,PG-13,2 hr 10 min,Action Adventure Thriller,106429941,245764093,352194034
tt0112346,Sony Pictures Releasing,10014558,0,PG-13,1 hr 54 min,Comedy Drama Romance,60079496,47800000,107879496
tt0112641,Universal Pictures,9946480,0,R,2 hr 58 min,Crime Drama,42512375,73600000,116112375
tt0113987,Walt Disney Studios Motion Pictures,2206506,44000000,R,3 hr 12 min,Biography Drama History,13681765,0,13681765
tt0113497,Sony Pictures Releasing,11084370,65000000,PG,1 hr 44 min,Adventure Comedy Family Fantasy,100499940,162322000,262821940
tt0114709,Walt Disney Studios Motion Pictures,29140617,0,,1 hr 21 min,Adventure Animation Comedy Family Fantasy,223225679,171210907,394436586
tt0112281,Warner Bros.,37804076,0,PG-13,1 hr 30 min,Adventure Comedy Crime,108385533,104000000,212385533
tt0114319,Paramount Pictures,5563259,58000000,PG,2 hr 7 min,Comedy Drama Romance,53672080,24198,53696278
tt0112401,Warner Bros.,9378637,50000000,R,2 hr 13 min,Action Crime Thriller,30303072,0,30303072
tt0114746,Universal Pictures,184776,0,R,2 hr 9 min,Mystery Sci-Fi Thriller,57141459,111698000,168839459
tt0115012,Sony Pictures Classics,209098,0,R,1 hr 48 min,Crime Drama History Romance Thriller,2086101,0,2086101
tt0113442,Warner Bros.,5564147,0,PG,1 hr 41 min,Comedy Family Romance,19474589,0,19474589
tt0112818,Gramercy Pictures (I),118266,0,R,2 hr 2 min,Crime Drama,39363635,0,39363635
tt0114117,Sony Pictures Classics,30986,0,PG,1 hr 43 min,Drama,5269757,0,5269757
tt0112749,Miramax,0,0,PG-13,1 hr 46 min,Drama Thriller,670727,0,670727
tt0114057,Sony Pictures Releasing,29097,0,R,2 hr 3 min,Drama Romance,2844379,0,2844379
tt0112637,Gramercy Pictures (I),151722,0,R,2 hr 1 min,Biography Drama Romance,3242342,0,3242342
tt0114011,New Line Cinema,7440173,0,PG-13,1 hr 42 min,Comedy Drama Romance,27112329,10479345,37591674
tt0112286,Sony Pictures Classics,0,0,,51 min,Adventure Drama Family History,16015639,0,16015639
tt0114952,Sony Pictures Classics,0,0,,50 min,Adventure Romance,15054636,0,15054636
tt0112431,Universal Pictures,8742545,0,,1 hr 31 min,Comedy Drama Family,63658910,190476000,254134910
tt0113161,Metro-Goldwyn-Mayer (MGM),12700007,0,R,1 hr 45 min,Comedy Crime Thriller,72101622,43000000,115101622
tt0112682,Sony Pictures Classics,34348,18000000,R,1 hr 52 min,Adventure Drama Fantasy Sci-Fi,1738611,43139,1782162
tt0113627,Metro-Goldwyn-Mayer (MGM),70864,0,R,1 hr 51 min,Drama Romance,32029928,0,32029928
tt0114168,Walt Disney Studios Motion Pictures,7146973,0,PG-13,1 hr 51 min,Drama Fantasy Mystery Thriller,30862156,0,30862156
tt0112792,Walt Disney Studios Motion Pictures,14931503,0,R,1 hr 39 min,Biography Drama,84919401,94600000,179519401
tt0112722,Warner Bros.,5170522,0,R,2 hr 3 min,Drama Mystery Thriller,32051917,0,32051917
tt0112697,Paramount Pictures,10612443,0,PG-13,1 hr 37 min,Comedy Romance,56631572,222,56694370
tt0113347,Universal Pictures,5790445,0,PG-13,1 hr 57 min,Comedy Drama Romance,23600020,17600000,41200020
tt0114814,Gramercy Pictures (I),645363,6000000,R,1 hr 46 min,Crime Drama Mystery Thriller,23341568,0,23341568
tt0114681,Sony Pictures Releasing,386510,0,R,1 hr 46 min,Comedy Crime Drama Thriller,21284514,434,21286518
tt0114272,Miramax,75514,19000000,R,1 hr 57 min,Biography Drama History Romance,4005941,0,4005941
tt0113158,Miramax,55461,0,R,1 hr 55 min,Drama Music,1110104,0,1110104
tt0113819,Miramax,326494,0,R,1 hr 35 min,Comedy Fantasy Romance,6468498,0,6468498
tt0110877,Miramax,95310,0,PG,1 hr 48 min,Biography Comedy Drama Romance,21848932,49988,21898920
tt0112819,Walt Disney Studios Motion Pictures,7943778,0,R,1 hr 59 min,Action Crime Drama Thriller War,24147179,0,24147179
tt0114279,United Artists,91915,0,R,1 hr 50 min,Drama Sci-Fi War,2684904,63614,2748518
tt0114916,October Films,0,0,R,1 hr 34 min,Drama Romance,919671,0,919671
tt0113321,Paramount Pictures,4007717,0,PG-13,1 hr 43 min,Comedy Drama Romance,17519169,0,17519169
tt0113855,New Line Cinema,23283887,0,PG-13,1 hr 41 min,Action Adventure Fantasy Sci-Fi Thriller,70454098,51741822,122195920
tt0114148,Walt Disney Studios Motion Pictures,2689714,0,G,1 hr 21 min,Adventure Animation Drama Family Musical Romance,141579773,204500000,346079773
tt0114369,New Line Cinema,13949807,33000000,R,2 hr 7 min,Crime Drama Mystery Thriller,100125643,227207916,327333559
tt0112714,,0,0,,1 hr 40 min,Drama Mystery Thriller,0,0,0
tt0109950,,0,0,,1 hr 37 min,Action Drama Thriller,0,0,0
tt0112499,Walt Disney Studios Motion Pictures,4688285,0,PG,1 hr 40 min,Comedy Family Sport,17736619,0,17736619
tt0110299,,0,0,,1 hr 56 min,Comedy Drama,0,0,0
tt0113541,,0,0,,1 hr 29 min,Adventure Comedy Family Fantasy,0,0,0
tt0113419,Paramount Pictures,7716278,0,PG,1 hr 36 min,Drama Family Fantasy,35656131,0,35656131
tt0112445,October Films,0,0,,1 hr 25 min,Drama Family,924940,0,924940
tt0115683,Metro-Goldwyn-Mayer (MGM),4999979,0,PG-13,1 hr 28 min,Comedy,13427615,0,13427615
tt0112744,Miramax,71804,0,R,1 hr 51 min,Drama Thriller,868979,0,868979
tt0115676,Warner Bros.,1131094,0,PG,1 hr 30 min,Comedy Thriller,2042530,0,2042530
tt0116731,Sony Pictures Releasing,8411178,0,R,1 hr 58 min,Crime Drama Thriller,22754725,0,22754725
tt0114753,Miramax,9299,0,PG-13,1 hr 25 min,Comedy Drama,26282,0,26282
tt0116126,Miramax,8112884,0,R,1 hr 29 min,Comedy Crime,20109115,840486,20949601
tt0113118,New Line Cinema,6589341,3500000,R,1 hr 31 min,Comedy Drama,27467564,748354,28215918
tt0115644,New Line Cinema,6117558,0,PG,1 hr 27 min,Drama Romance,19030691,8284836,27315527
tt0113973,Roxie Releasing,14763,0,,1 hr 10 min,Biography Documentary Music,306691,0,306691
tt0113537,Trimark Pictures,19497,0,R,1 hr 36 min,Comedy Drama Romance,718490,0,718490
tt0113149,Miramax,0,0,R,1 hr 44 min,Comedy Drama Romance,1026646,0,1026646
tt0113828,Warner Bros.,0,0,R,2 hr 55 min,Drama History,740048,0,740048
tt0116839,New Line Cinema,1428658,0,PG-13,1 hr 33 min,Action Sci-Fi Thriller,2409225,0,2409225
tt0114367,Sony Pictures Releasing,2904140,0,R,1 hr 48 min,Horror Sci-Fi Thriller,5711695,0,5711695
tt0113010,Warner Bros.,4946332,50000000,R,1 hr 31 min,Action Romance Thriller,11534477,0,11534477
tt0116260,Paramount Pictures,6968044,0,R,1 hr 41 min,Crime Drama Thriller,26877589,0,26877589
tt0118002,Warner Bros.,4656986,0,R,1 hr 36 min,Comedy Crime Romance,10658278,0,10658278
tt0116367,Miramax,10240805,19000000,R,1 hr 48 min,Action Crime Horror,25836616,495,25837169
tt0113862,Walt Disney Studios Motion Pictures,14466,0,PG,2 hr 23 min,Drama Music,82569971,23700000,106269971
tt0113612,Rainbow Releasing,0,0,R,1 hr 48 min,Comedy Drama,801984,0,801984
tt0113283,In Pictures,14321,0,,1 hr 46 min,Biography Documentary,34402,0,34402
tt0113247,Gramercy Pictures (I),0,0,,1 hr 38 min,Crime Drama,280859,132055,414607
tt0114039,Legacy,75675,0,PG,1 hr 55 min,Drama Romance,2291255,0,2291255
tt0114660,Miramax,44108,0,R,1 hr 55 min,Crime Drama Thriller,529766,0,529766
tt0111173,Concorde Pictures,1983,0,R,1 hr 45 min,Action Crime Drama Thriller,3061,0,3061
tt0115907,Sony Pictures Releasing,6950794,0,R,1 hr 51 min,Crime Drama Mystery Thriller,20340204,0,20340204
tt0115697,Paramount Pictures,10593609,0,PG-13,1 hr 27 min,Comedy,32417995,0,32417995
tt0117002,Sony Pictures Releasing,2812620,0,R,1 hr 48 min,Drama Horror Romance Thriller,5707094,6672308,12379402
tt0115734,Sony Pictures Releasing,124118,7000000,R,1 hr 31 min,Comedy Crime Drama,560069,0,560069
tt0114825,Paramount Pictures,7045379,0,R,1 hr 40 min,Comedy Fantasy Horror Romance,19751736,0,19751736
tt0113403,Sony Pictures Classics,19000,0,R,1 hr 39 min,Comedy,469571,0,469571
tt0113490,Miramax,5955,0,PG-13,1 hr 31 min,Drama,14381,0,14381
tt0112365,The Samuel Goldwyn Company,0,0,R,1 hr 56 min,Drama Romance,3414301,0,3414301
tt0112379,First Look International,45051,0,R,1 hr 42 min,Comedy Drama,4228275,21046,4249321
tt0116151,Twentieth Century Fox,2996891,0,PG,1 hr 28 min,Adventure Comedy Family,9871065,0,9871065
tt0118158,Walt Disney Studios Motion Pictures,3908514,0,PG-13,2 hr 9 min,Adventure Drama,10292300,0,10292300
tt0115759,Twentieth Century Fox,15583510,0,R,1 hr 48 min,Action Adventure Thriller,70770147,79500000,150270147
tt0113972,Paramount Pictures,2781601,0,R,1 hr 30 min,Action Crime Drama Thriller,8175346,0,8175346
tt0115639,Miramax,2761790,0,R,1 hr 52 min,Comedy Drama Romance,10597759,0,10597759
tt0115033,Lionsgate Films,0,0,R,1 hr 39 min,Comedy Crime Drama,536825,0,536825
tt0118040,Metro-Goldwyn-Mayer (MGM),1442215,0,R,1 hr 57 min,Drama Mystery Sci-Fi Thriller,2821671,0,2821671
tt0112646,Arrow Releasing,9560,0,,1 hr 35 min,Documentary,28672,0,28672
tt0114536,Savoy Pictures,1761890,35000000,PG-13,2 hr 15 min,Comedy,3150170,0,3150170
tt0115645,Walt Disney Studios Motion Pictures,4023815,0,PG-13,1 hr 48 min,Crime Drama Mystery,8797839,0,8797839
tt0112373,Sony Pictures Classics,26697,0,PG,1 hr 57 min,Biography Documentary War,1310200,0,1310200
tt0117102,Walt Disney Studios Motion Pictures,5106797,0,PG-13,1 hr 36 min,Comedy,12825141,0,12825141
tt0113774,,0,0,R,1 hr 54 min,Drama,0,0,0
tt0113326,New Line Cinema,9858380,7500000,R,1 hr 44 min,Action Comedy Crime Thriller,32392047,0,32392047
tt0117110,Walt Disney Studios Motion Pictures,7906689,0,,1 hr 39 min,Action Adventure Comedy Family Musical Romance,34327391,0,34327391
tt0112579,Warner Bros.,10519257,24000000,PG-13,2 hr 15 min,Drama Romance,71516617,110500000,182016617
tt0116606,Sony Pictures Releasing,1308088,0,R,1 hr 32 min,Comedy Romance,2420162,0,2420162
tt0116483,Universal Pictures,8514125,12000000,PG-13,1 hr 32 min,Comedy Sport,38824099,2381000,41205099
tt0112556,,0,0,,1 hr 46 min,Comedy,0,0,0
tt0117427,Sony Pictures Releasing,1116504,0,PG,1 hr 40 min,Adventure Comedy Drama,1945552,0,1945552
tt0110251,,0,0,,1 hr 44 min,Comedy Drama,0,0,0
tt0075314,Columbia Pictures,0,0,,1 hr 54 min,Crime Drama,28262574,310749,28579636
tt0113276,,0,0,,1 hr 50 min,Comedy Crime Drama Thriller,0,0,0
tt0112573,Paramount Pictures,9938276,72000000,R,2 hr 58 min,Biography Drama War,75609945,137606271,213216216
tt0106473,,0,0,,1 hr 33 min,Biography Drama,0,0,0
tt0113756,Seventh Art Releasing,26147,0,,1 hr 26 min,Comedy Romance,209935,0,209935
tt0103859,Paramount Pictures,13640706,42000000,R,1 hr 57 min,Comedy Drama Romance,70052444,61000000,131052444
tt0113451,Paramount Pictures,4284246,0,R,1 hr 35 min,Crime Drama Thriller,9851610,0,9851610
tt0114808,Miramax,40915,0,R,1 hr 53 min,Drama Romance,371674,0,371674
tt0110647,Miramax,0,0,,1 hr 35 min,Adventure Comedy Family Fantasy,0,0,0
tt0116130,Twentieth Century Fox,7231087,0,PG-13,1 hr 32 min,Comedy,25785603,11768149,37553752
tt0109424,Miramax / Rolling Thunder,32779,0,PG-13,1 hr 42 min,Comedy Crime Drama Mystery Romance,600200,2655899,3268208
tt0115685,Metro-Goldwyn-Mayer (MGM),18275828,0,R,1 hr 57 min,Comedy,124060553,61200000,185260553
tt0110217,Artistic License,3673,0,,1 hr 27 min,Biography Documentary Mystery,10622,0,10622
tt0113952,Strand Releasing,5045,0,,1 hr 31 min,Drama,78072,0,78072
tt0113125,,0,0,,1 hr 37 min,Biography Documentary,0,0,0
tt0114500,,0,0,,1 hr 27 min,Documentary,0,0,0
tt0112364,,0,0,,1 hr 39 min,Drama,0,0,0
tt0118055,Walt Disney Studios Motion Pictures,11101955,0,PG-13,2 hr 4 min,Drama Romance,51088705,49600000,100688705
tt0113107,Fine Line Features,12694,0,R,1 hr 41 min,Drama Romance War,103365,0,103365
tt0116324,Miramax,164458,0,R,1 hr 32 min,Comedy,14702438,0,14702438
tt0111055,,0,0,,2 hr 7 min,Drama,0,0,0
tt0114618,,0,0,,2 hr 2 min,Drama,0,0,0
tt0114015,,0,0,,1 hr 46 min,Comedy Drama,0,0,0
tt0114131,,0,0,R,1 hr 35 min,Comedy Romance,0,0,0
tt0112461,New Line Cinema,765335,0,R,1 hr 42 min,Biography Crime Drama Sport,2381087,21351,2402438
tt0109093,Sony Pictures Classics,0,0,R,1 hr 45 min,Comedy Crime Drama Thriller,757088,0,757088
tt0112342,Warner Bros.,2413107,0,PG,1 hr 24 min,Adventure Drama Family,7506759,0,7506759
tt0109370,Gramercy Pictures (I),53349,11000000,PG,1 hr 31 min,Action Comedy,163971,0,163971
tt0061395,Miramax,0,0,R,1 hr 40 min,Drama Romance,4063348,98986,4162334
tt0112288,October Films,46448,0,,1 hr 22 min,Drama Horror,307308,0,307308
tt0112642,Universal Pictures,16840385,0,PG,1 hr 40 min,Comedy Family Fantasy,100439549,187600000,288039549
tt0112688,Universal Pictures,4463560,0,R,2 hr 8 min,Crime Drama Mystery,13071518,0,13071518
tt0113200,,0,0,PG,2 hr 5 min,Drama History,0,0,0
tt0109508,Sony Pictures Classics,19859,0,R,1 hr 59 min,Biography Comedy Documentary Drama,3041083,0,3041083
tt0112427,Fine Line Features,49429,4000000,R,1 hr 52 min,Comedy Drama Romance,259724,0,259724
tt0112384,Universal Pictures,25353380,0,PG,2 hr 20 min,Adventure Drama History,173837933,181077570,355237933
tt0112585,Fox Searchlight,167815,238000,R,1 hr 38 min,Comedy Drama Romance,10426506,0,10426506
tt0114287,Metro-Goldwyn-Mayer (MGM),2023272,0,R,2 hr 19 min,Adventure Biography Drama History,31596911,0,31596911
tt0112541,Miramax,104365,0,R,1 hr 23 min,Comedy,1268636,0,1268636
tt0112740,Walt Disney Studios Motion Pictures,18612190,0,R,1 hr 56 min,Action Drama Thriller War,91387195,66000000,157387195
tt0112462,Warner Bros.,52784433,100000000,PG-13,2 hr 1 min,Action Adventure,184069126,152498032,336567158
tt0112715,Paramount Pictures,24642539,0,PG-13,1 hr 49 min,Action Adventure Mystery Sci-Fi,81022101,71000000,152022101
tt0112495,Sony Pictures Releasing,2007527,0,R,1 hr 40 min,Action Adventure Drama,5750110,0,5750110
tt0112442,Sony Pictures Releasing,15523358,19000000,R,1 hr 59 min,Action Comedy Crime Thriller,65807024,75600000,141407024
tt0112887,Trimark Pictures,27812,0,R,1 hr 23 min,Comedy Crime Drama,284785,0,284785
tt0112851,Sony Pictures Releasing,7910446,0,R,1 hr 44 min,Action Crime Drama Thriller Western,25405445,0,25405445
tt0113677,Sony Pictures Classics,47965,0,R,1 hr 30 min,Comedy Drama,1111790,0,1111790
tt0113690,Metro-Goldwyn-Mayer (MGM),4800258,0,R,1 hr 49 min,Horror Mystery Thriller,13294422,0,13294422
tt0113500,Sony Pictures Releasing,4831622,0,PG-13,1 hr 28 min,Comedy,17014653,0,17014653
tt0113044,Walt Disney Studios Motion Pictures,22818,0,R,1 hr 56 min,Crime Drama Mystery Romance,293274,0,293274
tt0113114,Warner Bros.,7039608,0,PG,1 hr 35 min,Adventure Drama Family,30077111,0,30077111
tt0113729,Walt Disney Studios Motion Pictures,6820171,0,PG-13,1 hr 33 min,Comedy Drama Romance,15453274,0,15453274
tt0112864,Twentieth Century Fox,22162245,90000000,R,2 hr 8 min,Action Adventure Thriller,100012499,266089167,366101666
tt0107447,Sony Pictures Classics,28280,0,R,1 hr 40 min,Comedy Drama,542985,0,542985
tt0113243,Metro-Goldwyn-Mayer (MGM),3173101,0,PG-13,1 hr 45 min,Crime Drama Romance Thriller,7563728,0,7563728
tt0113492,Walt Disney Studios Motion Pictures,12291536,90000000,R,1 hr 36 min,Action Crime Sci-Fi Thriller,34693481,78800000,113493481
tt0113851,Gramercy Pictures (I),1250912,0,R,1 hr 45 min,Comedy Drama Romance,2484226,0,2484226
tt0113071,Sony Pictures Releasing,10856442,0,PG-13,2 hr 14 min,Action Adventure Drama Romance,37600435,90000000,127600435
tt0113540,Miramax,85709,1500000,,1 hr 31 min,Drama,7412216,0,7412216
tt0113820,Twentieth Century Fox,13104788,0,PG,1 hr 35 min,Action Adventure Family Sci-Fi Thriller,38187431,28245763,66433194
tt0113749,Gramercy Pictures (I),1153838,0,R,1 hr 34 min,Comedy Romance,2122561,0,2122561
tt0113464,Orion Classics,185909,0,R,1 hr 32 min,Comedy Drama,3487767,0,3487767
tt0113481,Sony Pictures Releasing,6033850,26000000,R,1 hr 43 min,Action Drama Sci-Fi Thriller,19075720,0,19077036
tt0112857,Sony Pictures Releasing,5422385,0,R,1 hr 42 min,Crime Drama Mystery Thriller,16140822,0,16141551
tt0114435,Savoy Pictures,1482892,0,R,1 hr 33 min,Documentary Music,2702578,552,2703130
tt0114534,Warner Bros.,16406,0,,1 hr 49 min,Drama,99318,0,99318
tt0114496,Warner Bros.,11115697,0,R,1 hr 46 min,Comedy Drama Romance,50865589,0,50865589
tt0114095,First Look International,57237,0,R,1 hr 34 min,Comedy Drama Romance,472370,0,472370
tt0114508,Metro-Goldwyn-Mayer (MGM),17161943,0,R,1 hr 48 min,Action Horror Sci-Fi Thriller,60074103,53300000,113374103
tt0110604,Sony Pictures Classics,560048,0,R,1 hr 35 min,Crime Horror Thriller,1125910,0,1125910
tt0114702,Fine Line Features,131269,0,R,1 hr 51 min,Biography Drama Romance,340139,0,340139
tt0114666,Walt Disney Studios Motion Pictures,2625339,0,R,1 hr 39 min,Crime Drama Thriller,5772529,57925,5830454
tt0114663,Savoy Pictures,2601093,0,PG,1 hr 55 min,Drama Family Fantasy,7027517,0,7027517
tt0114194,Dimension Films,7510332,0,R,1 hr 38 min,Action Crime Drama Fantasy Horror Mystery Thriller,16115878,0,16115878
tt0114345,Walt Disney Studios Motion Pictures,4119086,46000000,R,2 hr 15 min,Drama Romance,10382407,0,10382407
tt0058450,Zeitgeist Films,14760,0,,1 hr 31 min,Drama Musical Romance,28030,70833,98863
tt0114323,Sony Pictures Classics,15830,0,R,1 hr 59 min,Drama,512245,0,512558
tt0113986,Twentieth Century Fox,12522240,0,PG-13,1 hr 43 min,Comedy Romance,69684532,68825698,138510230
tt0114558,Twentieth Century Fox,31062,42000000,R,2 hr 25 min,Crime Drama Sci-Fi Thriller,7959291,0,7959291
tt0114436,Metro-Goldwyn-Mayer (MGM),8112627,45000000,NC-17,2 hr 8 min,Drama,20350754,7870,20360858
tt0110620,October Films,23846,0,R,1 hr 33 min,Drama Horror,443169,0,443169
tt0113957,Sony Pictures Releasing,10037745,0,PG-13,1 hr 54 min,Action Crime Drama Mystery Thriller,50727965,59900000,110627965
tt0114241,,0,0,PG-13,1 hr 31 min,Comedy Drama Fantasy,0,0,0
tt0114478,Miramax,70744,0,R,1 hr 52 min,Comedy Drama,8367636,0,8367636
tt0114805,Miramax,71275,0,R,1 hr 13 min,Documentary,2875086,0,2875086
tt0109445,Miramax,31665,27000,R,1 hr 32 min,Comedy,3151130,0,3151130
tt0112602,Twentieth Century Fox,2988468,0,PG-13,1 hr 30 min,Adventure Comedy Crime Family Mystery,7919823,0,7919823
tt0112679,Savoy Pictures,125587,0,PG-13,1 hr 43 min,Drama Romance,23389975,0,23389975
tt0110882,Gramercy Pictures (I),0,0,,1 hr 53 min,Drama Romance War,763847,0,763847
tt0109340,Paramount Pictures,48719,0,R,1 hr 37 min,Drama,487391,0,487391
tt0114798,Walt Disney Studios Motion Pictures,185183,0,PG,1 hr 33 min,Comedy Drama,7929434,0,7929434
tt0114887,Twentieth Century Fox,9526010,0,PG-13,1 hr 42 min,Drama Romance,50008143,0,50008143
tt0114898,Universal Pictures,21171780,175000000,PG-13,2 hr 15 min,Action Adventure Sci-Fi,88246220,175972000,264218220
tt0114938,Metro-Goldwyn-Mayer (MGM),987515,30000000,R,1 hr 38 min,Action Biography Drama Western,2193982,0,2193982
tt0111579,Sony Pictures Classics,60074,0,R,2 hr 15 min,Drama War,2302338,11123,2313461
tt0112757,Universal Pictures,1206415,0,PG-13,1 hr 37 min,Adventure Drama,2568425,0,2568425
tt0114928,Savoy Pictures,1743251,7000000,R,1 hr 29 min,Drama Thriller,3734870,0,3734870
tt0112571,Warner Bros.,4808873,0,R,1 hr 55 min,Comedy Drama,23440188,0,23440188
tt0114682,Universal Pictures,9019180,0,PG-13,1 hr 49 min,Comedy Drama,36474193,11300000,47774193
tt0112438,,0,0,R,1 hr 30 min,Drama Thriller,0,0,0
tt0114781,Warner Bros.,12624402,0,R,1 hr 40 min,Action Adventure Thriller,50024083,54300000,104324083
tt0112508,Universal Pictures,6639080,10000000,PG-13,1 hr 29 min,Comedy,25588734,900000,26488734
tt0112471,Sony Pictures Releasing,1423537,2500000,R,1 hr 41 min,Drama Romance,5535405,451981,5992863
tt0112643,,0,0,R,1 hr 30 min,Drama Horror Mystery Thriller,0,0,0
tt0113199,Miramax,1591229,0,,1 hr 30 min,Comedy Drama Family Fantasy,3941146,0,3941146
tt0112883,New Line Cinema,4556274,25000000,PG-13,1 hr 37 min,Comedy Drama Romance,22150451,46642080,68792531
tt0112854,Savoy Pictures,676659,0,R,1 hr 42 min,Comedy Crime Fantasy,1176982,0,1176982
tt0109635,Warner Bros.,10068126,55000000,R,2 hr 8 min,Drama Thriller,83015089,131000000,214015089
tt0113117,Twentieth Century Fox,9018022,0,PG-13,1 hr 51 min,Comedy Drama Romance,38896854,63086000,101982854
tt0109707,Walt Disney Studios Motion Pictures,71566,18000000,R,2 hr 7 min,Biography Comedy Drama,5887457,268,5887725
tt0109759,Miramax,100654,0,R,1 hr 43 min,Drama,4221036,0,4221036
tt0113089,Metro-Goldwyn-Mayer (MGM),1435709,0,PG,1 hr 36 min,Drama Family Fantasy,3987768,0,3987768
tt0109642,Sony Pictures Releasing,5721920,0,R,2 hr 12 min,Crime Drama Mystery Thriller,24361867,0,24361867
tt0109579,Fine Line Features,74366,12000000,R,1 hr 43 min,Drama Mystery Thriller,3103716,0,3103716
tt0113303,Sony Pictures Releasing,5213455,0,R,1 hr 46 min,Fantasy Horror Thriller,12201255,0,12201255
tt0113097,Sony Pictures Releasing,5812656,0,PG-13,1 hr 41 min,Comedy Romance,33177694,0,33177694
tt0109771,Sony Pictures Classics,0,0,R,1 hr 51 min,Biography Drama Music,1573411,26815,1600226
tt0111797,The Samuel Goldwyn Company,155512,0,,2 hr 4 min,Comedy Drama Romance,7294403,0,7294403
tt0109686,New Line Cinema,16363442,17000000,,1 hr 47 min,Comedy,127190327,120100000,247290327
tt0113028,Twentieth Century Fox,4231917,0,PG,1 hr 21 min,Adventure Family,11642946,0,11642946
tt0113198,Walt Disney Studios Motion Pictures,6129557,0,,1 hr 18 min,Adventure Animation Comedy Family Musical Romance,35348597,0,35348597
tt0109676,Paramount Pictures,6143566,45000000,R,1 hr 41 min,Action Adventure Thriller,28735315,0,28735315
tt0112899,,0,0,R,1 hr 34 min,Thriller,0,0,0
tt0109758,Savoy Pictures,3012695,0,R,1 hr 53 min,Comedy Crime Romance Thriller,6841570,0,6841570
tt0109906,Miramax,1146748,0,PG-13,1 hr 49 min,Crime Drama,3291163,0,3291163
tt0110057,Fine Line Features,18396,0,PG-13,2 hr 50 min,Documentary Drama Sport,7830611,4000000,11830611
tt0110189,Walt Disney Studios Motion Pictures,4392403,0,R,1 hr 22 min,Comedy Crime,7557877,0,7557877
tt0113538,Walt Disney Studios Motion Pictures,4315310,0,PG,1 hr 29 min,Adventure Comedy Family Fantasy Romance,13406717,0,13406717
tt0113552,Twentieth Century Fox,5317066,0,R,1 hr 41 min,Crime Drama Thriller,14942422,0,14942422
tt0076759,Twentieth Century Fox,1554475,11000000,PG,2 hr 1 min,Action Adventure Fantasy Sci-Fi,460998507,314400000,775398507
tt0110296,The Samuel Goldwyn Company,0,0,R,1 hr 41 min,Drama,152457,0,152457
tt0113234,Arrow Releasing,6144,0,,1 hr 30 min,Adventure Animation Comedy Family Fantasy Music Sci-Fi Western,57100,0,57100
tt0110116,Sony Pictures Releasing,120108,0,R,2 hr 1 min,Biography Drama Music Mystery Romance,9914409,0,9914409
tt0113670,Warner Bros.,28612,0,,1 hr 37 min,Drama Family Fantasy,10015449,0,10015449
tt0113463,Walt Disney Studios Motion Pictures,61349,0,PG-13,2 hr 19 min,Biography Drama History Romance,2473668,0,2473668
tt0113360,Universal Pictures,2723495,0,R,1 hr 51 min,Action Drama Thriller,6609661,0,6609661
tt0110099,Paramount Pictures,3131201,25000000,PG,1 hr 40 min,Comedy Romance,26381221,0,26381221
tt0113501,Warner Bros.,10607932,0,R,1 hr 42 min,Action Crime Drama Mystery Thriller,36853222,0,36853222
tt0110006,Walt Disney Studios Motion Pictures,6062857,0,PG,1 hr 37 min,Comedy Drama Family Sport,17689177,0,17689177
tt0110367,Sony Pictures Releasing,2411247,18000000,PG,1 hr 55 min,Drama Family Romance,50083616,0,50085123
tt0110216,Universal Pictures,9803145,60000000,PG-13,1 hr 49 min,Comedy Romance Sci-Fi,36763355,71668000,108431355
tt0110148,Warner Bros.,36389705,60000000,R,2 hr 3 min,Drama Fantasy Horror,105264608,118400000,223664608
tt0110066,Walt Disney Studios Motion Pictures,5831302,0,PG,1 hr 53 min,Comedy,26325256,0,26325256
tt0110005,Miramax,31592,5000000,R,1 hr 39 min,Biography Crime Drama Thriller,3049135,815,3049950
tt0103994,Miramax,23600,0,R,1 hr 45 min,Drama Romance,21665468,78733,21744201
